Ville;Annee;Libelle;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
1;25;4;M;24;*;*;*;;2;;;;1;7;13;1
1;25;4;F;22;;*;*;*;;;;;3;11;7;
1;25;4;T;46;;*;*;1;2;;;;4;18;20;1
1;25;5;M;19;*;*;*;;;1;3;2;7;6;;
1;25;5;F;9;;*;*;*;1;;1;2;;3;2;
1;25;5;T;28;;*;*;;1;1;4;4;7;9;2;
1;25;6;M;15;*;*;*;;;;;4;5;4;2;
1;25;6;F;3;;*;*;*;;;;;;1;1;1
1;25;6;T;18;;*;*;;;;;4;5;5;3;1
1;25;7;M;22;*;*;*;;;;;3;5;8;5;1
1;25;7;F;8;;*;*;*;;;;;3;3;2;
1;25;7;T;30;;*;*;;;;;3;8;11;7;1
1;25;8;M;48;*;*;*;;;1;3;2;5;27;10;
1;25;8;F;45;;*;*;*;;;;3;11;16;12;3
1;25;8;T;93;;*;*;;;1;3;5;16;43;22;3
1;25;9;M;14;*;*;*;;1;;;1;5;5;2;
1;25;9;F;19;;*;*;*;;;1;4;1;7;4;2
1;25;9;T;33;;*;*;;1;;1;5;6;12;6;2
1;25;10;M;31;*;*;*;;;2;6;6;9;3;5;
1;25;10;F;22;;*;*;*;;;2;2;6;8;4;
1;25;10;T;53;;*;*;;;2;8;8;15;11;9;
1;25;11;M;26;*;*;*;;;1;2;2;8;11;2;
1;25;11;F;28;;*;*;*;;;;6;6;8;8;
1;25;11;T;54;;*;*;;;1;2;8;14;19;10;
1;25;12;M;162;*;*;*;;;1;15;32;52;47;15;
1;25;12;F;62;;*;*;*;1;2;8;8;12;22;9;
1;25;12;T;224;;*;*;;1;3;23;40;64;69;24;
1;25;13;M;5;*;*;*;;;;1;2;;2;;
1;25;13;F;4;;*;*;*;;;1;;;1;2;
1;25;13;T;9;;*;*;;;;2;2;;3;2;
1;25;14;M;3;*;*;*;;;;;;2;1;;
1;25;14;F;85;;*;*;*;;3;6;19;19;22;13;3
1;25;14;T;88;;*;*;;;3;6;19;21;23;13;3
1;25;15;M;0;*;*;*;;;;;;;;;
1;25;15;F;11;;*;*;*;;;2;2;3;1;3;
1;25;15;T;11;;*;*;;;;2;2;3;1;3;
1;25;16;M;0;*;*;*;;;;;;;;;
1;25;16;F;20;;*;*;*;;;1;4;2;8;5;
1;25;16;T;20;;*;*;;;;1;4;2;8;5;
1;25;17;M;0;*;*;*;;;;;;;;;
1;25;17;F;18;;*;*;*;;;;4;4;7;3;
1;25;17;T;18;;*;*;;;;;4;4;7;3;
1;25;18;M;56;*;*;*;;;;;;11;23;21;1
1;25;18;F;0;;*;*;*;;;;;;;;
1;25;18;T;56;;*;*;;;;;;11;23;21;1
1;25;19;M;12;*;*;*;;;;1;2;3;6;;
1;25;19;F;8;;*;*;*;;;2;;3;1;2;
1;25;19;T;20;;*;*;;;;3;2;6;7;2;
1;25;20;M;31;*;*;*;;;;1;2;4;12;12;
1;25;20;F;11;;*;*;*;;;;1;2;4;4;
1;25;20;T;42;;*;*;;;;1;3;6;16;16;
1;25;21;M;47;*;*;*;;;;5;4;7;15;15;
1;25;21;F;67;;*;*;*;;1;1;2;10;31;21;1
1;25;21;T;114;;*;*;;;1;6;6;17;46;36;1
1;25;22;M;87;*;*;*;;3;3;11;11;15;33;9;2
1;25;22;F;79;;*;*;*;;1;2;9;16;25;24;2
1;25;22;T;166;;*;*;;3;4;13;20;31;58;33;4
1;25;23;M;29;*;*;*;;;;;2;6;10;10;1
1;25;23;F;24;;*;*;*;;;;3;;11;8;2
1;25;23;T;53;;*;*;;;;;5;6;21;18;3
1;25;24;M;10;*;*;*;;;;1;1;3;1;3;1
1;25;24;F;8;;*;*;*;;2;;;1;3;2;
1;25;24;T;18;;*;*;;;2;1;1;4;4;5;1
1;25;25;M;36;*;*;*;;;1;2;4;6;13;9;1
1;25;25;F;32;;*;*;*;;;;1;4;13;9;5
1;25;25;T;68;;*;*;;;1;2;5;10;26;18;6
1;25;26;M;22;*;*;*;;;1;;;3;6;9;2
1;25;26;F;42;;*;*;*;;;;1;3;9;17;10
1;25;26;T;64;;*;*;1;;1;;1;6;15;26;12
1;25;27;M;9;*;*;*;;;;2;3;3;1;;
1;25;27;F;1;;*;*;*;;;;;;;1;
1;25;27;T;10;;*;*;;;;2;3;3;1;1;
1;25;28;M;0;*;*;*;;;;;;;;;
1;25;28;F;0;;*;*;*;;;;;;;;
1;25;28;T;0;;*;*;;;;;;;;;
1;25;29;M;33;*;*;*;;;;1;1;1;14;15;1
1;25;29;F;65;;*;*;*;;;;;4;20;30;11
1;25;29;T;98;;*;*;;;;1;1;5;34;45;12
1;25;30;M;1;*;*;*;;;;;;1;;;
1;25;30;F;2;;*;*;*;;;;1;;1;;
1;25;30;T;3;;*;*;;;;;1;1;1;;
1;25;31;M;81;*;*;*;;1;2;;4;12;34;24;4
1;25;31;F;110;2;*;*;*;;1;;4;8;40;46;8
1;25;31;T;191;2;*;*;;1;3;;8;20;74;70;12
1;25;32;M;140;*;*;*;;;;7;11;24;56;34;8
1;25;32;F;108;;*;*;*;;;1;4;6;26;52;19
1;25;32;T;248;;*;*;;;;8;15;30;82;86;27
1;25;33;M;135;*;*;*;;;;3;5;15;47;53;12
1;25;33;F;222;;*;*;*;;;2;;9;58;103;50
1;25;33;T;357;;*;*;;;;5;5;24;105;156;62
1;25;34;M;111;*;*;*;;1;;;3;21;52;31;3
1;25;34;F;150;;*;*;*;;1;1;3;10;56;61;18
1;25;34;T;261;;*;*;;1;1;1;6;31;108;92;21
1;25;35;M;63;*;*;*;;;1;1;6;10;27;15;3
1;25;35;F;91;;*;*;*;1;1;2;3;7;25;40;12
1;25;35;T;154;;*;*;;1;2;3;9;17;52;55;15
1;25;36;M;0;*;*;*;;;;;;;;;
1;25;36;F;1;;*;*;*;;;;1;;;;
1;25;36;T;1;;*;*;;;;;1;;;;
1;25;37;M;33;*;*;*;;;2;2;2;2;9;15;1
1;25;37;F;54;;*;*;*;;;;1;2;10;27;14
1;25;37;T;87;;*;*;;;2;2;3;4;19;42;15
1;25;38;M;2;*;*;*;;;;;;;1;1;
1;25;38;F;3;;*;*;*;;;;;1;2;;
1;25;38;T;5;;*;*;;;;;;1;3;1;
1;25;39;M;23;*;*;*;;;;2;;5;7;5;4
1;25;39;F;13;;*;*;*;;;;;;5;8;
1;25;39;T;36;;*;*;;;;2;;5;12;13;4
1;25;40;M;43;*;*;*;;;1;1;1;9;17;14;
1;25;40;F;40;;*;*;*;;1;;2;7;12;14;4
1;25;40;T;83;;*;*;;;2;1;3;16;29;28;4
1;25;41;M;2;*;*;*;;;;1;;;;;1
1;25;41;F;1;;*;*;*;;;;;;;1;
1;25;41;T;3;;*;*;;;;1;;;;1;1
1;25;42;M;22;*;*;*;;;1;6;5;3;6;1;
1;25;42;F;19;;*;*;*;;;4;5;4;4;2;
1;25;42;T;41;;*;*;;;1;10;10;7;10;3;
1;25;43;M;45;*;*;*;;1;2;4;4;7;9;11;7
1;25;43;F;57;;*;*;*;2;;;1;10;8;31;5
1;25;43;T;102;;*;*;;3;2;4;5;17;17;42;12
1;25;44;M;6;*;*;*;;;;;;1;2;3;
1;25;44;F;11;;*;*;*;;;;;1;1;6;3
1;25;44;T;17;;*;*;;;;;;2;3;9;3
1;25;45;M;1;*;*;*;;;;;;;;1;
1;25;45;F;2;;*;*;*;;;1;;1;;;
1;25;45;T;3;;*;*;;;;1;;1;;1;
1;25;46;M;5;*;*;*;;;;1;;;2;1;1
1;25;46;F;15;;*;*;*;;;;1;2;2;7;3
1;25;46;T;20;;*;*;;;;1;1;2;4;8;4
1;25;47;M;27;*;*;*;;;;;1;3;16;5;2
1;25;47;F;27;;*;*;*;;;;1;2;10;11;3
1;25;47;T;54;;*;*;;;;;2;5;26;16;5
1;25;48;M;6;*;*;*;;;;;1;;2;3;
1;25;48;F;5;;*;*;*;;;;;;2;2;1
1;25;48;T;11;;*;*;;;;;1;;4;5;1
1;25;49;M;0;*;*;*;;;;;;;;;
1;25;49;F;0;;*;*;*;;;;;;;;
1;25;49;T;0;;*;*;;;;;;;;;
1;25;50;M;3;*;*;*;;;;;;;;;
1;25;50;F;7;7;*;*;*;;;;;;;;
1;25;50;T;10;10;*;*;;;;;;;;;
1;25;51;M;1;*;*;*;;;;;;;;;
1;25;51;F;0;;*;*;*;;;;;;;;
1;25;51;T;1;1;*;*;;;;;;;;;
1;25;52;M;0;*;*;*;;;;;;;;;
1;25;52;F;3;2;*;*;*;;;;1;;;;
1;25;52;T;3;2;*;*;;;;;1;;;;
1;25;53;M;1;*;*;*;;;;;1;;;;
1;25;53;F;1;1;*;*;*;;;;;;;;
1;25;53;T;2;1;*;*;;;;;1;;;;
1;25;54;M;2;*;*;*;;;;;;;;;
1;25;54;F;1;1;*;*;*;;;;;;;;
1;25;54;T;3;3;*;*;;;;;;;;;
1;25;55;M;176;*;*;*;8;15;23;33;30;16;31;17;2
1;25;55;F;138;2;*;*;*;6;13;18;16;14;23;37;8
1;25;55;T;314;2;*;*;8;21;36;51;46;30;54;54;10
1;25;56;M;61;*;*;*;;;;2;3;6;13;29;8
1;25;56;F;126;;*;*;*;;;;1;4;23;58;40
1;25;56;T;187;;*;*;;;;2;4;10;36;87;48
1;25;57;M;4;*;*;*;1;2;1;;;;;;
1;25;57;F;3;;*;*;*;2;;;;;;;
1;25;57;T;7;;*;*;2;4;1;;;;;;
1;25;58;M;19;*;*;*;;;2;1;;2;3;10;1
1;25;58;F;14;;*;*;*;;;;;;2;8;4
1;25;58;T;33;;*;*;;;2;1;;2;5;18;5
1;25;59;M;1;*;*;*;;;;;;1;;;
1;25;59;F;2;;*;*;*;;;;;;1;1;
1;25;59;T;3;;*;*;;;;;;1;1;1;
1;25;60;M;36;*;*;*;;1;1;2;1;4;9;17;1
1;25;60;F;51;;*;*;*;;;1;;;18;24;8
1;25;60;T;87;;*;*;;1;1;3;1;4;27;41;9
1;25;61;M;4;*;*;*;1;2;;1;;;;;
1;25;61;F;7;;*;*;*;2;2;2;;;1;;
1;25;61;T;11;;*;*;1;4;2;3;;;1;;
1;25;62;M;0;*;*;*;;;;;;;;;
1;25;62;F;0;;*;*;*;;;;;;;;
1;25;62;T;0;;*;*;;;;;;;;;
1;25;63;M;0;*;*;*;;;;;;;;;
1;25;63;F;0;;*;*;*;;;;;;;;
1;25;63;T;0;;*;*;;;;;;;;;
1;25;64;M;5;*;*;*;;;;;;2;3;;
1;25;64;F;8;;*;*;*;;;;1;;2;4;1
1;25;64;T;13;;*;*;;;;;1;2;5;4;1
2;25;0;M;8;;;*;;;;;2;1;4;1;
2;25;0;F;4;;*;;;;;;1;;2;1;
2;25;0;T;12;;;;;;;;3;1;6;2;
2;25;1;M;0;;;*;;;;;;;;;
2;25;1;F;0;;*;;;;;;;;;;
2;25;1;T;0;;;;;;;;;;;;
2;25;2;M;28;;;*;;;18;5;4;1;;;
2;25;2;F;6;;*;;;;4;1;1;;;;
2;25;2;T;34;;;;;;22;6;5;1;;;
2;25;3;M;11;;;*;;;1;2;2;3;2;1;
2;25;3;F;9;;*;;;;1;1;1;2;3;1;
2;25;3;T;20;;;;;;2;3;3;5;5;2;
2;25;4;M;68;2;1;*;;;;4;6;17;26;12;
2;25;4;F;59;1;*;;;;2;4;3;12;22;10;5
2;25;4;T;127;3;1;;;;2;8;9;29;48;22;5
2;25;5;M;37;;;*;;1;1;9;13;5;5;3;
2;25;5;F;8;;*;;;;;2;2;1;1;2;
2;25;5;T;45;;;;;1;1;11;15;6;6;5;
2;25;6;M;32;;;*;;;2;2;11;7;8;2;
2;25;6;F;8;;*;;;;;;1;2;1;4;
2;25;6;T;40;;;;;;2;2;12;9;9;6;
2;25;7;M;36;;;*;;;1;3;6;12;11;3;
2;25;7;F;34;;*;;;;2;;4;5;12;11;
2;25;7;T;70;;;;;;3;3;10;17;23;14;
2;25;8;M;91;;;*;;;;6;9;25;46;5;
2;25;8;F;87;;*;;;;2;6;9;15;25;26;4
2;25;8;T;178;;;;;;2;12;18;40;71;31;4
2;25;9;M;22;;;*;;;;4;2;5;5;4;2
2;25;9;F;23;;*;;;;1;1;;4;8;7;2
2;25;9;T;45;;;;;;1;5;2;9;13;11;4
2;25;10;M;68;;;*;1;1;1;5;17;20;21;2;
2;25;10;F;28;;*;;;;;2;2;7;13;3;1
2;25;10;T;96;;;;1;1;1;7;19;27;34;5;1
2;25;11;M;51;;;*;;;1;3;14;13;16;3;1
2;25;11;F;56;;*;;;;1;1;8;9;20;15;2
2;25;11;T;107;;;;;;2;4;22;22;36;18;3
2;25;12;M;365;;;*;;1;3;38;92;108;104;17;2
2;25;12;F;94;;*;;;;1;20;23;19;26;5;
2;25;12;T;459;;;;;1;4;58;115;127;130;22;2
2;25;13;M;3;;;*;;;;;1;1;1;;
2;25;13;F;6;;*;;;;1;1;;2;;1;1
2;25;13;T;9;;;;;;1;1;1;3;1;1;1
2;25;14;M;2;;;*;;;;;;2;;;
2;25;14;F;150;;*;;;2;7;15;16;29;51;26;4
2;25;14;T;152;;;;;2;7;15;16;31;51;26;4
2;25;15;M;0;;;*;;;;;;;;;
2;25;15;F;9;;*;;;;1;1;3;;4;;
2;25;15;T;9;;;;;;1;1;3;;4;;
2;25;16;M;0;;;*;;;;;;;;;
2;25;16;F;28;;*;;;;;4;3;8;9;3;1
2;25;16;T;28;;;;;;;4;3;8;9;3;1
2;25;17;M;0;;;*;;;;;;;;;
2;25;17;F;32;;*;;;;5;4;8;4;7;3;1
2;25;17;T;32;;;;;;5;4;8;4;7;3;1
2;25;18;M;112;;;*;;;;;5;19;59;27;2
2;25;18;F;0;;*;;;;;;;;;;
2;25;18;T;112;;;;;;;;5;19;59;27;2
2;25;19;M;22;;;*;;;;;2;6;8;6;
2;25;19;F;13;;*;;;;;1;1;5;3;3;
2;25;19;T;35;;;;;;;1;3;11;11;9;
2;25;20;M;57;;;*;;;;3;6;13;24;11;
2;25;20;F;27;;*;;;;;2;2;7;11;4;1
2;25;20;T;84;;;;;;;5;8;20;35;15;1
2;25;21;M;89;;1;*;2;4;4;4;12;28;25;7;1
2;25;21;F;87;;*;1;1;1;2;3;12;17;37;12;1
2;25;21;T;176;;1;2;3;5;6;7;24;45;62;19;2
2;25;22;M;206;;;*;1;4;5;20;35;52;67;20;2
2;25;22;F;167;;*;1;2;1;3;11;19;27;60;37;5
2;25;22;T;373;;1;1;3;5;8;31;54;79;127;57;7
2;25;23;M;43;;1;*;;;2;2;5;11;12;8;1
2;25;23;F;41;;*;;;;;1;4;3;17;13;2
2;25;23;T;84;;2;1;;;2;3;9;14;29;21;3
2;25;24;M;16;;;*;;;1;1;2;4;4;4;
2;25;24;F;17;;*;;;;1;;;3;7;4;1
2;25;24;T;33;;1;;;;2;1;2;7;11;8;1
2;25;25;M;60;;;*;;1;;4;11;8;23;13;
2;25;25;F;79;;*;;;;;1;6;13;28;25;6
2;25;25;T;139;;;;;1;;5;17;21;51;38;6
2;25;26;M;46;1;;*;;;1;2;6;7;11;15;3
2;25;26;F;72;2;*;;;1;;1;4;6;17;30;11
2;25;26;T;118;3;;;;1;1;3;10;13;28;45;14
2;25;27;M;35;;;*;;2;3;11;8;9;1;1;
2;25;27;F;4;;*;;;;;;;1;3;;
2;25;27;T;39;;;;;2;3;11;8;10;4;1;
2;25;28;M;6;;;*;1;3;2;;;;;;
2;25;28;F;1;;*;;;1;;;;;;;
2;25;28;T;7;;;;1;4;2;;;;;;
2;25;29;M;60;;;*;;;2;1;1;5;22;24;5
2;25;29;F;117;;*;;1;;2;1;4;3;34;56;16
2;25;29;T;177;;;;1;;4;2;5;8;56;80;21
2;25;30;M;1;;;*;1;;;;;;;;
2;25;30;F;4;1;*;1;;;;;;2;;;
2;25;30;T;5;1;;1;1;;;;;2;;;
2;25;31;M;137;1;;*;;;5;7;8;20;62;31;3
2;25;31;F;167;;*;;;2;1;5;2;15;64;64;13
2;25;31;T;304;1;1;;;2;6;12;10;35;126;95;16
2;25;32;M;326;;;*;;1;6;14;39;77;130;48;11
2;25;32;F;264;;*;;;;3;1;12;32;88;110;18
2;25;32;T;590;;;;;1;9;15;51;109;218;158;29
2;25;33;M;253;1;;*;;1;4;10;19;34;109;61;14
2;25;33;F;369;1;*;;;;;2;6;25;97;177;61
2;25;33;T;622;2;;;;1;4;12;25;59;206;238;75
2;25;34;M;204;2;;*;1;1;1;7;17;37;95;40;3
2;25;34;F;280;;*;;3;2;2;4;7;20;90;116;36
2;25;34;T;484;2;;;4;3;3;11;24;57;185;156;39
2;25;35;M;146;;;*;;;2;10;15;27;58;32;2
2;25;35;F;227;1;*;;;;2;3;4;24;74;100;19
2;25;35;T;373;1;;;;;4;13;19;51;132;132;21
2;25;36;M;1;;;*;;;;;;;1;;
2;25;36;F;0;;*;;;;;;;;;;
2;25;36;T;1;;;;;;;;;;1;;
2;25;37;M;93;;;*;;1;1;2;8;9;36;31;5
2;25;37;F;76;;*;;;;;;2;3;22;41;8
2;25;37;T;169;;;;;1;1;2;10;12;58;72;13
2;25;38;M;4;;;*;;;;;;1;2;;
2;25;38;F;12;;*;;;;1;;2;2;1;5;1
2;25;38;T;16;;;1;;;1;;2;3;3;5;1
2;25;39;M;61;;;*;;1;1;1;3;13;34;8;
2;25;39;F;25;;*;;;;;;1;5;5;11;3
2;25;39;T;86;;;;;1;1;1;4;18;39;19;3
2;25;40;M;102;;1;*;;;4;6;7;13;40;29;2
2;25;40;F;83;;*;;1;;;1;5;11;19;37;9
2;25;40;T;185;;1;;1;;4;7;12;24;59;66;11
2;25;41;M;10;;;*;;;;;2;1;3;2;2
2;25;41;F;6;;*;;;;;;;1;2;3;
2;25;41;T;16;;;;;;;;2;2;5;5;2
2;25;42;M;55;;;*;;1;7;16;10;12;9;;
2;25;42;F;26;;*;;;;1;4;6;6;9;;
2;25;42;T;81;;;;;1;8;20;16;18;18;;
2;25;43;M;87;1;2;*;;1;1;1;10;11;38;20;2
2;25;43;F;127;;*;;;;3;1;7;15;49;42;10
2;25;43;T;214;1;2;;;1;4;2;17;26;87;62;12
2;25;44;M;5;;;*;;;;;;1;;3;1
2;25;44;F;22;;*;;;;;;1;;11;8;2
2;25;44;T;27;;;;;;;;1;1;11;11;3
2;25;45;M;3;;;*;;;;;;1;1;1;
2;25;45;F;9;;*;;;;;;2;;3;4;
2;25;45;T;12;;;;;;;;2;1;4;5;
2;25;46;M;17;;;*;;;;1;;3;4;8;
2;25;46;F;27;;*;;1;1;;;2;2;8;10;3
2;25;46;T;44;;;1;1;1;;1;2;5;12;18;3
2;25;47;M;47;;;*;;;;3;2;7;20;13;2
2;25;47;F;54;;*;;;;1;;1;4;16;27;5
2;25;47;T;101;;;;;;1;3;3;11;36;40;7
2;25;48;M;13;;;*;;;;;;;9;4;
2;25;48;F;16;;*;;;;;;;2;3;9;2
2;25;48;T;29;;;;;;;;;2;12;13;2
2;25;49;M;0;;;*;;;;;;;;;
2;25;49;F;1;;*;;;1;;;;;;;
2;25;49;T;1;;;;;1;;;;;;;
2;25;50;M;13;13;;*;;;;;;;;;
2;25;50;F;14;14;*;;;;;;;;;;
2;25;50;T;27;27;;;;;;;;;;;
2;25;51;M;2;1;;*;1;;;;;;;;
2;25;51;F;1;1;*;;;;;;;;;;
2;25;51;T;3;2;;;1;;;;;;;;
2;25;52;M;0;;;*;;;;;;;;;
2;25;52;F;2;1;*;1;;;;;;;;;
2;25;52;T;2;1;;1;;;;;;;;;
2;25;53;M;4;1;;*;;;2;;;;;1;
2;25;53;F;8;2;*;1;;1;;;2;;2;;
2;25;53;T;12;3;;1;;1;2;;2;;2;1;
2;25;54;M;2;2;;*;;;;;;;;;
2;25;54;F;1;1;*;;;;;;;;;;
2;25;54;T;3;3;;;;;;;;;;;
2;25;55;M;54;;;*;;2;8;6;13;8;8;8;1
2;25;55;F;59;;*;;;1;;4;4;9;17;20;4
2;25;55;T;113;;;;;3;8;10;17;17;25;28;5
2;25;56;M;114;;;*;;1;4;7;12;17;36;28;9
2;25;56;F;219;;*;;;1;1;;5;7;48;104;53
2;25;56;T;333;;;;;2;5;7;17;24;84;132;62
2;25;57;M;36;;;*;7;11;4;5;3;1;3;1;
2;25;57;F;15;;*;1;1;1;2;2;;7;1;;
2;25;57;T;51;;;2;8;12;6;7;3;8;4;1;
2;25;58;M;30;;2;*;;2;;2;2;6;10;6;
2;25;58;F;33;;*;;;1;;;2;;13;14;2
2;25;58;T;63;;3;;;3;;2;4;6;23;20;2
2;25;59;M;6;;;*;1;1;2;1;;1;;;
2;25;59;F;9;;*;;1;1;;1;;1;2;2;1
2;25;59;T;15;;;;2;2;2;2;;2;2;2;1
2;25;60;M;106;1;2;*;2;5;9;14;10;11;25;23;4
2;25;60;F;115;1;*;1;2;1;3;3;8;8;26;46;15
2;25;60;T;221;2;3;1;4;6;12;17;18;19;51;69;19
2;25;61;M;75;;;*;6;7;14;18;12;6;7;5;
2;25;61;F;48;;*;;4;6;7;12;8;5;4;2;
2;25;61;T;123;;;;10;13;21;30;20;11;11;7;
2;25;62;M;14;;;*;4;2;3;1;2;2;;;
2;25;62;F;5;;*;;1;1;;;1;1;1;;
2;25;62;T;19;;;;5;3;3;1;3;3;1;;
2;25;63;M;7;;;*;1;;2;1;;;2;1;
2;25;63;F;3;;*;;1;;2;;;;;;
2;25;63;T;10;;;;2;;4;1;;;2;1;
2;25;64;M;13;;;*;;;;;2;6;3;2;
2;25;64;F;10;;*;;;;1;;1;;3;5;
2;25;64;T;23;;;;;;1;;3;6;6;7;
3;25;0;M;2;;*;*;;;;;;;1;1;
3;25;0;F;1;;*;*;;;;;;;;;1
3;25;0;T;3;;*;;;;;;;;1;1;1
3;25;1;M;0;;*;*;;;;;;;;;
3;25;1;F;0;;*;*;;;;;;;;;
3;25;1;T;0;;*;;;;;;;;;;
3;25;2;M;6;;*;*;;1;2;2;;1;;;
3;25;2;F;0;;*;*;;;;;;;;;
3;25;2;T;6;;*;;;1;2;2;;1;;;
3;25;3;M;8;;*;*;;;;2;1;2;2;1;
3;25;3;F;1;;*;*;;;1;;;;;;
3;25;3;T;9;;*;;;;1;2;1;2;2;1;
3;25;4;M;15;;*;*;;;1;2;1;3;6;1;1
3;25;4;F;19;;*;*;;;1;1;;2;4;7;3
3;25;4;T;34;;*;1;;;2;3;1;5;10;8;4
3;25;5;M;13;;*;*;;;1;3;1;7;1;;
3;25;5;F;4;;*;*;;;;1;1;1;;1;
3;25;5;T;17;;*;;;;1;4;2;8;1;1;
3;25;6;M;6;;*;*;;;;1;1;2;1;1;
3;25;6;F;5;;*;*;;;;1;2;;1;1;
3;25;6;T;11;;*;;;;;2;3;2;2;2;
3;25;7;M;6;;*;*;;;;;;3;3;;
3;25;7;F;9;;*;*;;;;;1;3;4;1;
3;25;7;T;15;;*;;;;;;1;6;7;1;
3;25;8;M;41;;*;*;;;;2;2;6;19;12;
3;25;8;F;40;;*;*;;;;1;;6;25;7;1
3;25;8;T;81;;*;;;;;3;2;12;44;19;1
3;25;9;M;7;;*;*;;1;;;;3;2;1;
3;25;9;F;12;;*;*;;;;1;;3;4;3;1
3;25;9;T;19;;*;;;1;;1;;6;6;4;1
3;25;10;M;14;;*;*;;;1;3;1;4;4;1;
3;25;10;F;7;;*;*;;;;;;2;3;2;
3;25;10;T;21;;*;;;;1;3;1;6;7;3;
3;25;11;M;20;;*;*;;;1;1;3;8;5;2;
3;25;11;F;19;;*;*;;;;;3;2;9;4;1
3;25;11;T;39;;*;;;;1;1;6;10;14;6;1
3;25;12;M;136;;*;*;;;5;23;36;31;35;6;
3;25;12;F;42;;*;*;;;2;8;7;6;14;5;
3;25;12;T;178;;*;;;;7;31;43;37;49;11;
3;25;13;M;2;;*;*;;;;1;;;1;;
3;25;13;F;4;;*;*;;;;2;;1;;1;
3;25;13;T;6;;*;;;;;3;;1;1;1;
3;25;14;M;0;;*;*;;;;;;;;;
3;25;14;F;50;;*;*;;;3;8;6;8;12;12;1
3;25;14;T;50;;*;;;;3;8;6;8;12;12;1
3;25;15;M;0;;*;*;;;;;;;;;
3;25;15;F;6;;*;*;;;2;;1;1;1;1;
3;25;15;T;6;;*;;;;2;;1;1;1;1;
3;25;16;M;0;;*;*;;;;;;;;;
3;25;16;F;14;;*;*;;;;1;1;3;7;1;1
3;25;16;T;14;;*;;;;;1;1;3;7;1;1
3;25;17;M;0;;*;*;;;;;;;;;
3;25;17;F;22;;*;*;;;;;1;11;5;4;1
3;25;17;T;22;;*;;;;;;1;11;5;4;1
3;25;18;M;58;;*;*;;;;1;4;9;21;21;2
3;25;18;F;0;;*;*;;;;;;;;;
3;25;18;T;58;;*;;;;;1;4;9;21;21;2
3;25;19;M;12;;*;*;;;;1;1;4;3;3;
3;25;19;F;5;;*;*;;;;2;;1;;2;
3;25;19;T;17;;*;;;;;3;1;5;3;5;
3;25;20;M;17;;*;*;;;;2;3;2;5;5;
3;25;20;F;5;;*;*;;;;1;;1;2;1;
3;25;20;T;22;;*;;;;;3;3;3;7;6;
3;25;21;M;34;;*;*;;3;;2;2;6;11;9;1
3;25;21;F;29;;*;*;;;;2;3;5;12;6;1
3;25;21;T;63;;*;;;3;;4;5;11;23;15;2
3;25;22;M;71;;*;*;;;3;5;18;12;20;12;1
3;25;22;F;75;;*;*;;1;;6;5;14;34;13;2
3;25;22;T;146;;*;;;1;3;11;23;26;54;25;3
3;25;23;M;18;;*;*;;;;;1;4;6;6;1
3;25;23;F;16;;*;*;;;;1;2;4;4;4;
3;25;23;T;34;;*;;;;;1;3;8;10;10;1
3;25;24;M;5;1;*;*;;;;;;;2;1;1
3;25;24;F;6;;*;*;;;;;;;2;3;1
3;25;24;T;11;1;*;;;;;;;;4;4;2
3;25;25;M;30;;*;*;;2;;1;1;9;9;7;1
3;25;25;F;24;;*;*;;;;;2;1;9;8;4
3;25;25;T;54;;*;;;2;;1;3;10;18;15;5
3;25;26;M;14;1;*;*;;;;;;3;1;6;3
3;25;26;F;18;1;*;*;;;;;1;;5;8;2
3;25;26;T;32;2;*;;;;;;1;3;6;14;5
3;25;27;M;8;;*;*;;;2;2;2;1;1;;
3;25;27;F;1;;*;*;;;;1;;;;;
3;25;27;T;9;;*;;;;2;3;2;1;1;;
3;25;28;M;2;;*;*;;2;;;;;;;
3;25;28;F;0;;*;*;;;;;;;;;
3;25;28;T;2;;*;;;2;;;;;;;
3;25;29;M;9;;*;*;;;;1;1;3;2;2;
3;25;29;F;23;;*;*;;;;;;2;5;9;7
3;25;29;T;32;;*;;;;;1;1;5;7;11;7
3;25;30;M;1;;*;*;;;;;1;;;;
3;25;30;F;0;;*;*;;;;;;;;;
3;25;30;T;1;;*;;;;;;1;;;;
3;25;31;M;48;;*;*;;;1;3;1;5;17;18;3
3;25;31;F;79;;*;*;;;;1;;4;29;33;12
3;25;31;T;127;;*;;;;1;4;1;9;46;51;15
3;25;32;M;118;;*;*;;1;2;8;13;26;41;24;3
3;25;32;F;81;;*;*;;;;;;2;25;40;14
3;25;32;T;199;;*;;;1;2;8;13;28;66;64;17
3;25;33;M;102;;*;*;;;2;4;7;11;28;41;9
3;25;33;F;162;;*;*;;;1;2;2;7;44;81;25
3;25;33;T;264;;*;;;;3;6;9;18;72;122;34
3;25;34;M;82;;*;*;1;;;2;;11;33;31;4
3;25;34;F;126;;*;*;;;1;3;5;9;40;51;17
3;25;34;T;208;;*;;1;;1;5;5;20;73;82;21
3;25;35;M;77;;*;*;;;;3;6;11;32;22;3
3;25;35;F;82;;*;*;;;1;3;1;1;29;37;10
3;25;35;T;159;;*;;;;1;6;7;12;61;59;13
3;25;36;M;0;;*;*;;;;;;;;;
3;25;36;F;0;;*;*;;;;;;;;;
3;25;36;T;0;;*;;;;;;;;;;
